,Visitor,PTS,Home,PTS.1,visitorWin,homeWin,visTotWL,homeTotWL,visvisWL,homehomeWL,visMatchupWL,homeMatchupWL
1052,Phoenix Suns,97,Miami Heat,112,0.0,1.0,,,,,,
1053,San Antonio Spurs,100,Minnesota Timberwolves,93,1.0,0.0,,,,,,
1054,Memphis Grizzlies,82,New Orleans Pelicans,95,0.0,1.0,,,,,,
1055,Milwaukee Bucks,93,Portland Trail Blazers,90,1.0,0.0,,,,,,
1056,Chicago Bulls,120,Toronto Raptors,122,0.0,1.0,,,,,,
1057,Indiana Pacers,100,Boston Celtics,109,0.0,1.0,,,,,,
1058,Detroit Pistons,95,Chicago Bulls,117,0.0,1.0,,,,,,
1059,Cleveland Cavaliers,113,Denver Nuggets,126,0.0,1.0,,,,,,
1060,Philadelphia 76ers,97,Oklahoma City Thunder,122,0.0,1.0,,,,,,
1061,Charlotte Hornets,109,Orlando Magic,102,1.0,0.0,,,,,,
1062,Milwaukee Bucks,116,Sacramento Kings,98,1.0,0.0,,,,,,
1063,New York Knicks,101,Utah Jazz,108,0.0,1.0,,,,,,
1064,Atlanta Hawks,100,Washington Wizards,104,0.0,1.0,,,,,,
1065,Phoenix Suns,98,Brooklyn Nets,126,0.0,1.0,,,,,,
1066,Los Angeles Clippers,95,Dallas Mavericks,97,0.0,1.0,,,,,,
1067,Toronto Raptors,101,Miami Heat,84,1.0,0.0,,,,,,
1068,New York Knicks,95,Portland Trail Blazers,110,0.0,1.0,,,,,,
1069,Memphis Grizzlies,90,San Antonio Spurs,97,0.0,1.0,,,,,,
1070,Phoenix Suns,120,Boston Celtics,130,0.0,1.0,,,,,,
1071,Philadelphia 76ers,117,Chicago Bulls,107,1.0,0.0,,,,,,
1072,Cleveland Cavaliers,112,Charlotte Hornets,105,1.0,0.0,,,,,,
1073,Sacramento Kings,100,Golden State Warriors,114,0.0,1.0,,,,,,
1074,New Orleans Pelicans,107,Houston Rockets,117,0.0,1.0,,,,,,
1075,Denver Nuggets,125,Indiana Pacers,117,1.0,0.0,,,,,,
1076,Minnesota Timberwolves,119,Los Angeles Lakers,130,0.0,1.0,,,,,,
1077,Atlanta Hawks,97,Milwaukee Bucks,100,0.0,1.0,,,,,,
1078,Detroit Pistons,87,Orlando Magic,115,0.0,1.0,,,,,,
1079,Brooklyn Nets,108,Washington Wizards,129,0.0,1.0,,,,,,
1080,Washington Wizards,127,Cleveland Cavaliers,115,1.0,0.0,,,,,,
1081,Toronto Raptors,94,Dallas Mavericks,86,1.0,0.0,,,,,,
1082,Utah Jazz,95,Los Angeles Clippers,108,0.0,1.0,,,,,,
1083,Minnesota Timberwolves,100,Portland Trail Blazers,112,0.0,1.0,,,,,,
1084,New York Knicks,98,San Antonio Spurs,106,0.0,1.0,,,,,,
1085,Brooklyn Nets,107,Atlanta Hawks,92,1.0,0.0,,,,,,
1086,Miami Heat,108,Boston Celtics,112,0.0,1.0,,,,,,
1087,Phoenix Suns,106,Charlotte Hornets,120,0.0,1.0,,,,,,
1088,New Orleans Pelicans,115,Denver Nuggets,90,1.0,0.0,,,,,,
1089,Memphis Grizzlies,94,Golden State Warriors,106,0.0,1.0,,,,,,
1090,Oklahoma City Thunder,125,Houston Rockets,137,0.0,1.0,,,,,,
1091,Philadelphia 76ers,94,Indiana Pacers,107,0.0,1.0,,,,,,
1092,Sacramento Kings,98,Los Angeles Clippers,97,1.0,0.0,,,,,,
1093,Portland Trail Blazers,97,Los Angeles Lakers,81,1.0,0.0,,,,,,
1094,Chicago Bulls,109,Milwaukee Bucks,94,1.0,0.0,,,,,,
1095,Oklahoma City Thunder,92,Dallas Mavericks,91,1.0,0.0,,,,,,
1096,Detroit Pistons,95,New York Knicks,109,0.0,1.0,,,,,,
1097,Memphis Grizzlies,90,Sacramento Kings,91,0.0,1.0,,,,,,
1098,Cleveland Cavaliers,74,San Antonio Spurs,103,0.0,1.0,,,,,,
1099,Orlando Magic,112,Toronto Raptors,131,0.0,1.0,,,,,,
1100,New Orleans Pelicans,100,Utah Jazz,108,0.0,1.0,,,,,,
1101,Phoenix Suns,91,Atlanta Hawks,95,0.0,1.0,,,,,,
1102,Philadelphia 76ers,106,Brooklyn Nets,101,1.0,0.0,,,,,,
1103,Milwaukee Bucks,118,Charlotte Hornets,108,1.0,0.0,,,,,,
1104,Miami Heat,97,Detroit Pistons,96,1.0,0.0,,,,,,
1105,Golden State Warriors,113,Houston Rockets,106,1.0,0.0,,,,,,
1106,Minnesota Timberwolves,115,Indiana Pacers,114,1.0,0.0,,,,,,
1107,Washington Wizards,119,Los Angeles Lakers,108,1.0,0.0,,,,,,
1108,Denver Nuggets,113,Portland Trail Blazers,122,0.0,1.0,,,,,,
1109,Milwaukee Bucks,103,Boston Celtics,100,1.0,0.0,,,,,,
1110,Washington Wizards,124,Los Angeles Clippers,133,0.0,1.0,,,,,,
1111,Indiana Pacers,97,Memphis Grizzlies,110,0.0,1.0,,,,,,
1112,Dallas Mavericks,118,New Orleans Pelicans,121,0.0,1.0,,,,,,
1113,Miami Heat,105,New York Knicks,88,1.0,0.0,,,,,,
1114,Oklahoma City Thunder,114,Orlando Magic,106,1.0,0.0,,,,,,
1115,Atlanta Hawks,99,Philadelphia 76ers,92,1.0,0.0,,,,,,
1116,Utah Jazz,112,Sacramento Kings,82,1.0,0.0,,,,,,
1117,Golden State Warriors,110,San Antonio Spurs,98,1.0,0.0,,,,,,
1118,Charlotte Hornets,110,Toronto Raptors,106,1.0,0.0,,,,,,
1119,Cleveland Cavaliers,93,Chicago Bulls,99,0.0,1.0,,,,,,
1120,Brooklyn Nets,89,Detroit Pistons,90,0.0,1.0,,,,,,
1121,Los Angeles Lakers,104,Minnesota Timberwolves,119,0.0,1.0,,,,,,
1122,Los Angeles Clippers,124,Phoenix Suns,118,1.0,0.0,,,,,,
1123,Houston Rockets,107,Portland Trail Blazers,117,0.0,1.0,,,,,,
1124,Orlando Magic,116,Boston Celtics,117,0.0,1.0,,,,,,
1125,Denver Nuggets,114,Charlotte Hornets,122,0.0,1.0,,,,,,
1126,Philadelphia 76ers,105,Cleveland Cavaliers,122,0.0,1.0,,,,,,
1127,Houston Rockets,98,Golden State Warriors,107,0.0,1.0,,,,,,
1128,Dallas Mavericks,90,Memphis Grizzlies,99,0.0,1.0,,,,,,
1129,New York Knicks,98,Miami Heat,94,1.0,0.0,,,,,,
1130,Detroit Pistons,105,Milwaukee Bucks,108,0.0,1.0,,,,,,
1131,Sacramento Kings,89,New Orleans Pelicans,117,0.0,1.0,,,,,,
1132,San Antonio Spurs,100,Oklahoma City Thunder,95,1.0,0.0,,,,,,
1133,Indiana Pacers,100,Toronto Raptors,111,0.0,1.0,,,,,,
1134,Washington Wizards,88,Utah Jazz,95,0.0,1.0,,,,,,
1135,Orlando Magic,111,Brooklyn Nets,121,0.0,1.0,,,,,,
1136,Atlanta Hawks,104,Chicago Bulls,106,0.0,1.0,,,,,,
1137,Los Angeles Lakers,104,Los Angeles Clippers,115,0.0,1.0,,,,,,
1138,Sacramento Kings,123,Minnesota Timberwolves,117,1.0,0.0,,,,,,
1139,Phoenix Suns,117,Portland Trail Blazers,130,0.0,1.0,,,,,,
1140,Atlanta Hawks,82,Brooklyn Nets,91,0.0,1.0,,,,,,
1141,Indiana Pacers,130,Cleveland Cavaliers,135,0.0,1.0,,,,,,
1142,Washington Wizards,115,Golden State Warriors,139,0.0,1.0,,,,,,
1143,Memphis Grizzlies,103,Los Angeles Lakers,108,0.0,1.0,,,,,,
1144,Denver Nuggets,116,Miami Heat,113,1.0,0.0,,,,,,
1145,Dallas Mavericks,109,Milwaukee Bucks,105,1.0,0.0,,,,,,
1146,Chicago Bulls,117,New Orleans Pelicans,110,1.0,0.0,,,,,,
1147,Boston Celtics,110,New York Knicks,94,1.0,0.0,,,,,,
1148,Charlotte Hornets,113,Oklahoma City Thunder,101,1.0,0.0,,,,,,
1149,Houston Rockets,123,Phoenix Suns,116,1.0,0.0,,,,,,
1150,Utah Jazz,103,San Antonio Spurs,109,0.0,1.0,,,,,,
1151,Philadelphia 76ers,105,Toronto Raptors,113,0.0,1.0,,,,,,
1152,Portland Trail Blazers,109,Minnesota Timberwolves,110,0.0,1.0,,,,,,
1153,Orlando Magic,102,Cleveland Cavaliers,122,0.0,1.0,,,,,,
1154,Minnesota Timberwolves,107,Golden State Warriors,121,0.0,1.0,,,,,,
1155,Toronto Raptors,90,Indiana Pacers,108,0.0,1.0,,,,,,
1156,Denver Nuggets,134,New Orleans Pelicans,131,1.0,0.0,,,,,,
1157,Chicago Bulls,91,New York Knicks,100,0.0,1.0,,,,,,
1158,Milwaukee Bucks,79,Oklahoma City Thunder,110,0.0,1.0,,,,,,
1159,Brooklyn Nets,141,Philadelphia 76ers,118,1.0,0.0,,,,,,
1160,Dallas Mavericks,87,Sacramento Kings,98,0.0,1.0,,,,,,
1161,Memphis Grizzlies,89,San Antonio Spurs,95,0.0,1.0,,,,,,
1162,Portland Trail Blazers,87,Utah Jazz,106,0.0,1.0,,,,,,
1163,Charlotte Hornets,111,Washington Wizards,118,0.0,1.0,,,,,,
1164,Cleveland Cavaliers,114,Boston Celtics,91,1.0,0.0,,,,,,
1165,Miami Heat,112,Charlotte Hornets,99,1.0,0.0,,,,,,
1166,Toronto Raptors,105,Detroit Pistons,102,1.0,0.0,,,,,,
1167,Denver Nuggets,104,Houston Rockets,110,0.0,1.0,,,,,,
1168,Dallas Mavericks,101,Los Angeles Clippers,112,0.0,1.0,,,,,,
1169,Oklahoma City Thunder,103,Memphis Grizzlies,100,1.0,0.0,,,,,,
1170,Golden State Warriors,120,Phoenix Suns,111,1.0,0.0,,,,,,
1171,Los Angeles Lakers,102,San Antonio Spurs,95,1.0,0.0,,,,,,
1172,Boston Celtics,116,Atlanta Hawks,123,0.0,1.0,,,,,,
1173,Milwaukee Bucks,89,Indiana Pacers,104,0.0,1.0,,,,,,
1174,Washington Wizards,106,New York Knicks,103,1.0,0.0,,,,,,
1175,Brooklyn Nets,107,Orlando Magic,115,0.0,1.0,,,,,,
1176,Chicago Bulls,102,Philadelphia 76ers,90,1.0,0.0,,,,,,
1177,Minnesota Timberwolves,98,Portland Trail Blazers,105,0.0,1.0,,,,,,
1178,Atlanta Hawks,114,Cleveland Cavaliers,100,1.0,0.0,,,,,,
1179,San Antonio Spurs,102,Dallas Mavericks,89,1.0,0.0,,,,,,
1180,New Orleans Pelicans,106,Denver Nuggets,122,0.0,1.0,,,,,,
1181,Detroit Pistons,114,Houston Rockets,109,1.0,0.0,,,,,,
1182,Sacramento Kings,94,Los Angeles Lakers,98,0.0,1.0,,,,,,
1183,New York Knicks,88,Memphis Grizzlies,101,0.0,1.0,,,,,,
1184,Oklahoma City Thunder,99,Phoenix Suns,120,0.0,1.0,,,,,,
1185,Miami Heat,94,Toronto Raptors,96,0.0,1.0,,,,,,
1186,Minnesota Timberwolves,113,Utah Jazz,120,0.0,1.0,,,,,,
1187,Chicago Bulls,106,Brooklyn Nets,107,0.0,1.0,,,,,,
1188,Boston Celtics,121,Charlotte Hornets,114,1.0,0.0,,,,,,
1189,New Orleans Pelicans,101,Golden State Warriors,123,0.0,1.0,,,,,,
1190,Indiana Pacers,127,Orlando Magic,112,1.0,0.0,,,,,,
1191,Milwaukee Bucks,90,Philadelphia 76ers,82,1.0,0.0,,,,,,
1192,Utah Jazz,86,Portland Trail Blazers,101,0.0,1.0,,,,,,
1193,Los Angeles Clippers,98,San Antonio Spurs,87,1.0,0.0,,,,,,
1194,Miami Heat,106,Washington Wizards,103,1.0,0.0,,,,,,
1195,Cleveland Cavaliers,125,Atlanta Hawks,126,0.0,1.0,,,,,,
1196,Oklahoma City Thunder,106,Denver Nuggets,105,1.0,0.0,,,,,,
1197,Minnesota Timberwolves,109,Los Angeles Lakers,110,0.0,1.0,,,,,,
1198,Detroit Pistons,103,Memphis Grizzlies,90,1.0,0.0,,,,,,
1199,Toronto Raptors,110,New York Knicks,97,1.0,0.0,,,,,,
1200,Dallas Mavericks,111,Phoenix Suns,124,0.0,1.0,,,,,,
1201,Houston Rockets,135,Sacramento Kings,128,1.0,0.0,,,,,,
1202,Brooklyn Nets,105,Boston Celtics,114,0.0,1.0,,,,,,
1203,Orlando Magic,75,Chicago Bulls,122,0.0,1.0,,,,,,
1204,Washington Wizards,105,Detroit Pistons,101,1.0,0.0,,,,,,
1205,Utah Jazz,105,Golden State Warriors,99,1.0,0.0,,,,,,
1206,Houston Rockets,96,Los Angeles Clippers,125,0.0,1.0,,,,,,
1207,Cleveland Cavaliers,121,Miami Heat,124,0.0,1.0,,,,,,
1208,Charlotte Hornets,79,Milwaukee Bucks,89,0.0,1.0,,,,,,
1209,Indiana Pacers,120,Philadelphia 76ers,111,1.0,0.0,,,,,,
1210,San Antonio Spurs,98,Portland Trail Blazers,99,0.0,1.0,,,,,,
1211,Charlotte Hornets,76,Atlanta Hawks,103,0.0,1.0,,,,,,
1212,Denver Nuggets,109,Dallas Mavericks,91,1.0,0.0,,,,,,
1213,New Orleans Pelicans,96,Los Angeles Lakers,108,0.0,1.0,,,,,,
1214,Oklahoma City Thunder,100,Minnesota Timberwolves,98,1.0,0.0,,,,,,
1215,Phoenix Suns,104,Sacramento Kings,129,0.0,1.0,,,,,,
1216,Milwaukee Bucks,94,Boston Celtics,112,0.0,1.0,,,,,,
1217,Brooklyn Nets,73,Chicago Bulls,112,0.0,1.0,,,,,,
1218,Toronto Raptors,98,Cleveland Cavaliers,83,1.0,0.0,,,,,,
1219,Los Angeles Lakers,94,Golden State Warriors,109,0.0,1.0,,,,,,
1220,Minnesota Timberwolves,118,Houston Rockets,123,0.0,1.0,,,,,,
1221,Atlanta Hawks,86,Indiana Pacers,104,0.0,1.0,,,,,,
1222,Sacramento Kings,95,Los Angeles Clippers,115,0.0,1.0,,,,,,
1223,Dallas Mavericks,100,Memphis Grizzlies,93,1.0,0.0,,,,,,
1224,Washington Wizards,102,Miami Heat,110,0.0,1.0,,,,,,
1225,Philadelphia 76ers,113,New York Knicks,114,0.0,1.0,,,,,,
1226,Denver Nuggets,111,Oklahoma City Thunder,105,1.0,0.0,,,,,,
1227,Detroit Pistons,109,Orlando Magic,113,0.0,1.0,,,,,,
1228,New Orleans Pelicans,103,Portland Trail Blazers,100,1.0,0.0,,,,,,
1229,San Antonio Spurs,97,Utah Jazz,101,0.0,1.0,,,,,,
