,Visitor,PTS,Home,PTS.1,visitorWin,homeWin,visTotWL,homeTotWL,visvisWL,homehomeWL,visMatchupWL,homeMatchupWL
706,San Antonio Spurs,108,Memphis Grizzlies,85,1.0,0.0,,,,,,
707,Chicago Bulls,101,Philadelphia 76ers,115,0.0,1.0,,,,,,
708,Minnesota Timberwolves,114,Portland Trail Blazers,123,0.0,1.0,,,,,,
709,New York Knicks,118,Denver Nuggets,130,0.0,1.0,,,,,,
710,Minnesota Timberwolves,113,Golden State Warriors,126,0.0,1.0,,,,,,
711,Sacramento Kings,89,Miami Heat,88,1.0,0.0,,,,,,
712,Washington Wizards,112,Oklahoma City Thunder,121,0.0,1.0,,,,,,
713,Los Angeles Lakers,108,Chicago Bulls,103,1.0,0.0,,,,,,
714,Atlanta Hawks,110,Charlotte Hornets,121,0.0,1.0,,,,,,
715,Indiana Pacers,108,Cleveland Cavaliers,115,0.0,1.0,,,,,,
716,Portland Trail Blazers,107,Dallas Mavericks,93,1.0,0.0,,,,,,
717,Los Angeles Clippers,109,Memphis Grizzlies,100,1.0,0.0,,,,,,
718,Brooklyn Nets,91,Milwaukee Bucks,116,0.0,1.0,,,,,,
719,Houston Rockets,113,New Orleans Pelicans,115,0.0,1.0,,,,,,
720,New York Knicks,107,Phoenix Suns,85,1.0,0.0,,,,,,
721,Philadelphia 76ers,97,San Antonio Spurs,78,1.0,0.0,,,,,,
722,Utah Jazz,97,Toronto Raptors,93,1.0,0.0,,,,,,
723,Washington Wizards,129,Atlanta Hawks,104,1.0,0.0,,,,,,
724,Dallas Mavericks,89,Denver Nuggets,91,0.0,1.0,,,,,,
725,Oklahoma City Thunder,121,Detroit Pistons,108,1.0,0.0,,,,,,
726,Boston Celtics,105,Golden State Warriors,109,0.0,1.0,,,,,,
727,Orlando Magic,112,Indiana Pacers,114,0.0,1.0,,,,,,
728,Charlotte Hornets,91,Miami Heat,95,0.0,1.0,,,,,,
729,Brooklyn Nets,97,Minnesota Timberwolves,111,0.0,1.0,,,,,,
730,Milwaukee Bucks,110,Chicago Bulls,96,1.0,0.0,,,,,,
731,Detroit Pistons,104,Cleveland Cavaliers,121,0.0,1.0,,,,,,
732,Phoenix Suns,102,Houston Rockets,113,0.0,1.0,,,,,,
733,Los Angeles Clippers,112,New Orleans Pelicans,103,1.0,0.0,,,,,,
734,Philadelphia 76ers,112,Oklahoma City Thunder,122,0.0,1.0,,,,,,
735,Sacramento Kings,98,San Antonio Spurs,113,0.0,1.0,,,,,,
736,Los Angeles Lakers,111,Toronto Raptors,123,0.0,1.0,,,,,,
737,Minnesota Timberwolves,100,Atlanta Hawks,105,0.0,1.0,,,,,,
738,Miami Heat,95,Dallas Mavericks,88,1.0,0.0,,,,,,
739,Boston Celtics,111,Denver Nuggets,110,1.0,0.0,,,,,,
740,Charlotte Hornets,96,Indiana Pacers,105,0.0,1.0,,,,,,
741,Phoenix Suns,109,Memphis Grizzlies,120,0.0,1.0,,,,,,
742,Philadelphia 76ers,95,Milwaukee Bucks,107,0.0,1.0,,,,,,
743,Cleveland Cavaliers,114,Detroit Pistons,125,0.0,1.0,,,,,,
744,Orlando Magic,107,Houston Rockets,114,0.0,1.0,,,,,,
745,Portland Trail Blazers,104,Los Angeles Clippers,96,1.0,0.0,,,,,,
746,Sacramento Kings,114,New Orleans Pelicans,103,1.0,0.0,,,,,,
747,Brooklyn Nets,95,New York Knicks,111,0.0,1.0,,,,,,
748,Denver Nuggets,104,San Antonio Spurs,106,0.0,1.0,,,,,,
749,Minnesota Timberwolves,104,Toronto Raptors,109,0.0,1.0,,,,,,
750,Golden State Warriors,99,Utah Jazz,129,0.0,1.0,,,,,,
751,Oklahoma City Thunder,96,Washington Wizards,102,0.0,1.0,,,,,,
752,Charlotte Hornets,123,Atlanta Hawks,110,1.0,0.0,,,,,,
753,New York Knicks,73,Boston Celtics,103,0.0,1.0,,,,,,
754,Philadelphia 76ers,108,Brooklyn Nets,116,0.0,1.0,,,,,,
755,Miami Heat,89,Cleveland Cavaliers,91,0.0,1.0,,,,,,
756,Memphis Grizzlies,101,Indiana Pacers,105,0.0,1.0,,,,,,
757,Los Angeles Lakers,105,Orlando Magic,127,0.0,1.0,,,,,,
758,Dallas Mavericks,88,Phoenix Suns,102,0.0,1.0,,,,,,
759,Chicago Bulls,108,Portland Trail Blazers,124,0.0,1.0,,,,,,
760,Oklahoma City Thunder,124,Denver Nuggets,127,0.0,1.0,,,,,,
761,Memphis Grizzlies,102,Detroit Pistons,104,0.0,1.0,,,,,,
762,Milwaukee Bucks,89,Minnesota Timberwolves,108,0.0,1.0,,,,,,
763,Houston Rockets,102,San Antonio Spurs,91,1.0,0.0,,,,,,
764,Toronto Raptors,119,Washington Wizards,122,0.0,1.0,,,,,,
765,Atlanta Hawks,110,Boston Celtics,119,0.0,1.0,,,,,,
766,Los Angeles Lakers,102,Brooklyn Nets,99,1.0,0.0,,,,,,
767,Indiana Pacers,126,Charlotte Hornets,133,0.0,1.0,,,,,,
768,New York Knicks,90,Milwaukee Bucks,92,0.0,1.0,,,,,,
769,New Orleans Pelicans,114,Oklahoma City Thunder,100,1.0,0.0,,,,,,
770,Miami Heat,97,Philadelphia 76ers,103,0.0,1.0,,,,,,
771,Utah Jazz,129,Phoenix Suns,97,1.0,0.0,,,,,,
772,Golden State Warriors,119,Sacramento Kings,104,1.0,0.0,,,,,,
773,Portland Trail Blazers,105,Toronto Raptors,130,0.0,1.0,,,,,,
774,Houston Rockets,120,Cleveland Cavaliers,88,1.0,0.0,,,,,,
775,Golden State Warriors,108,Denver Nuggets,115,0.0,1.0,,,,,,
776,Miami Heat,107,Detroit Pistons,111,0.0,1.0,,,,,,
777,Philadelphia 76ers,92,Indiana Pacers,100,0.0,1.0,,,,,,
778,Chicago Bulls,103,Los Angeles Clippers,113,0.0,1.0,,,,,,
779,New Orleans Pelicans,107,Minnesota Timberwolves,118,0.0,1.0,,,,,,
780,Washington Wizards,115,Orlando Magic,98,1.0,0.0,,,,,,
781,Dallas Mavericks,106,Sacramento Kings,99,1.0,0.0,,,,,,
782,Utah Jazz,120,San Antonio Spurs,111,1.0,0.0,,,,,,
783,Portland Trail Blazers,96,Boston Celtics,97,0.0,1.0,,,,,,
784,Milwaukee Bucks,109,Brooklyn Nets,94,1.0,0.0,,,,,,
785,Atlanta Hawks,99,New York Knicks,96,1.0,0.0,,,,,,
786,Los Angeles Lakers,108,Oklahoma City Thunder,104,1.0,0.0,,,,,,
787,Charlotte Hornets,115,Phoenix Suns,110,1.0,0.0,,,,,,
788,Memphis Grizzlies,86,Toronto Raptors,101,0.0,1.0,,,,,,
789,Charlotte Hornets,104,Denver Nuggets,121,0.0,1.0,,,,,,
790,Portland Trail Blazers,91,Detroit Pistons,111,0.0,1.0,,,,,,
791,Washington Wizards,111,Indiana Pacers,102,1.0,0.0,,,,,,
792,Dallas Mavericks,101,Los Angeles Clippers,104,0.0,1.0,,,,,,
793,Orlando Magic,111,Miami Heat,109,1.0,0.0,,,,,,
794,Utah Jazz,133,New Orleans Pelicans,109,1.0,0.0,,,,,,
795,Chicago Bulls,98,Sacramento Kings,104,0.0,1.0,,,,,,
796,Memphis Grizzlies,82,Atlanta Hawks,108,0.0,1.0,,,,,,
797,Houston Rockets,123,Brooklyn Nets,113,1.0,0.0,,,,,,
798,Oklahoma City Thunder,125,Golden State Warriors,105,1.0,0.0,,,,,,
799,Phoenix Suns,93,Los Angeles Lakers,112,0.0,1.0,,,,,,
800,Milwaukee Bucks,103,New York Knicks,89,1.0,0.0,,,,,,
801,Cleveland Cavaliers,98,Orlando Magic,116,0.0,1.0,,,,,,
802,Washington Wizards,102,Philadelphia 76ers,115,0.0,1.0,,,,,,
803,Boston Celtics,91,Toronto Raptors,111,0.0,1.0,,,,,,
804,Minnesota Timberwolves,138,Cleveland Cavaliers,140,0.0,1.0,,,,,,
805,Brooklyn Nets,106,Detroit Pistons,115,0.0,1.0,,,,,,
806,Utah Jazz,92,Memphis Grizzlies,88,1.0,0.0,,,,,,
807,Houston Rockets,109,Miami Heat,101,1.0,0.0,,,,,,
808,San Antonio Spurs,129,Phoenix Suns,81,1.0,0.0,,,,,,
809,Dallas Mavericks,103,Golden State Warriors,121,0.0,1.0,,,,,,
810,Oklahoma City Thunder,81,Los Angeles Lakers,106,0.0,1.0,,,,,,
811,Atlanta Hawks,98,Orlando Magic,100,0.0,1.0,,,,,,
812,Charlotte Hornets,103,Portland Trail Blazers,109,0.0,1.0,,,,,,
813,New York Knicks,88,Toronto Raptors,113,0.0,1.0,,,,,,
814,Boston Celtics,110,Washington Wizards,104,1.0,0.0,,,,,,
815,Cleveland Cavaliers,123,Atlanta Hawks,107,1.0,0.0,,,,,,
816,Indiana Pacers,97,Boston Celtics,91,1.0,0.0,,,,,,
817,Minnesota Timberwolves,113,Chicago Bulls,114,0.0,1.0,,,,,,
818,Los Angeles Clippers,108,Detroit Pistons,95,1.0,0.0,,,,,,
819,Denver Nuggets,104,Houston Rockets,130,0.0,1.0,,,,,,
820,Milwaukee Bucks,85,Miami Heat,91,0.0,1.0,,,,,,
821,New Orleans Pelicans,82,Philadelphia 76ers,100,0.0,1.0,,,,,,
822,Portland Trail Blazers,118,Sacramento Kings,100,1.0,0.0,,,,,,
823,Charlotte Hornets,94,Utah Jazz,106,0.0,1.0,,,,,,
824,New Orleans Pelicans,138,Brooklyn Nets,128,1.0,0.0,,,,,,
825,Washington Wizards,101,Chicago Bulls,90,1.0,0.0,,,,,,
826,Los Angeles Lakers,123,Dallas Mavericks,130,0.0,1.0,,,,,,
827,San Antonio Spurs,105,Golden State Warriors,122,0.0,1.0,,,,,,
828,Milwaukee Bucks,111,Orlando Magic,104,1.0,0.0,,,,,,
829,Los Angeles Clippers,98,Philadelphia 76ers,112,0.0,1.0,,,,,,
830,Denver Nuggets,123,Phoenix Suns,113,1.0,0.0,,,,,,
831,Detroit Pistons,115,Atlanta Hawks,118,0.0,1.0,,,,,,
832,Cleveland Cavaliers,121,Boston Celtics,99,1.0,0.0,,,,,,
833,Toronto Raptors,123,Charlotte Hornets,103,1.0,0.0,,,,,,
834,Dallas Mavericks,97,Houston Rockets,104,0.0,1.0,,,,,,
835,New York Knicks,113,Indiana Pacers,121,0.0,1.0,,,,,,
836,Sacramento Kings,106,Minnesota Timberwolves,111,0.0,1.0,,,,,,
837,Memphis Grizzlies,92,Oklahoma City Thunder,110,0.0,1.0,,,,,,
838,Utah Jazz,115,Portland Trail Blazers,96,1.0,0.0,,,,,,
839,Los Angeles Clippers,114,Brooklyn Nets,101,1.0,0.0,,,,,,
840,Orlando Magic,101,Chicago Bulls,105,0.0,1.0,,,,,,
841,New Orleans Pelicans,118,Detroit Pistons,103,1.0,0.0,,,,,,
842,Phoenix Suns,83,Golden State Warriors,129,0.0,1.0,,,,,,
843,New York Knicks,92,Philadelphia 76ers,108,0.0,1.0,,,,,,
844,San Antonio Spurs,99,Utah Jazz,101,0.0,1.0,,,,,,
845,Sacramento Kings,114,Dallas Mavericks,109,1.0,0.0,,,,,,
846,San Antonio Spurs,109,Denver Nuggets,117,0.0,1.0,,,,,,
847,Atlanta Hawks,92,Milwaukee Bucks,97,0.0,1.0,,,,,,
848,Houston Rockets,126,Minnesota Timberwolves,108,1.0,0.0,,,,,,
849,Cleveland Cavaliers,120,Oklahoma City Thunder,112,1.0,0.0,,,,,,
850,Miami Heat,112,Toronto Raptors,115,0.0,1.0,,,,,,
851,Los Angeles Clippers,129,Boston Celtics,119,1.0,0.0,,,,,,
852,Indiana Pacers,108,Brooklyn Nets,103,1.0,0.0,,,,,,
853,Toronto Raptors,122,Chicago Bulls,98,1.0,0.0,,,,,,
854,Atlanta Hawks,98,Detroit Pistons,104,0.0,1.0,,,,,,
855,Sacramento Kings,91,Houston Rockets,100,0.0,1.0,,,,,,
856,Oklahoma City Thunder,121,Memphis Grizzlies,114,1.0,0.0,,,,,,
857,Los Angeles Lakers,117,New Orleans Pelicans,139,0.0,1.0,,,,,,
858,Washington Wizards,118,New York Knicks,113,1.0,0.0,,,,,,
859,Charlotte Hornets,104,Orlando Magic,102,1.0,0.0,,,,,,
860,Miami Heat,102,Philadelphia 76ers,104,0.0,1.0,,,,,,
861,Golden State Warriors,117,Portland Trail Blazers,123,0.0,1.0,,,,,,
862,Phoenix Suns,97,Utah Jazz,107,0.0,1.0,,,,,,
863,Denver Nuggets,134,Milwaukee Bucks,123,1.0,0.0,,,,,,
864,Los Angeles Lakers,111,Minnesota Timberwolves,119,0.0,1.0,,,,,,
865,Philadelphia 76ers,116,Chicago Bulls,115,1.0,0.0,,,,,,
866,Brooklyn Nets,96,Charlotte Hornets,111,0.0,1.0,,,,,,
867,Washington Wizards,110,Cleveland Cavaliers,103,1.0,0.0,,,,,,
868,Los Angeles Clippers,127,Golden State Warriors,134,0.0,1.0,,,,,,
869,New York Knicks,120,Orlando Magic,113,1.0,0.0,,,,,,
870,Oklahoma City Thunder,110,Sacramento Kings,107,1.0,0.0,,,,,,
871,San Antonio Spurs,119,Denver Nuggets,122,0.0,1.0,,,,,,
872,Boston Celtics,110,Detroit Pistons,98,1.0,0.0,,,,,,
873,Minnesota Timberwolves,102,Houston Rockets,120,0.0,1.0,,,,,,
874,Atlanta Hawks,93,Indiana Pacers,116,0.0,1.0,,,,,,
875,Dallas Mavericks,102,Los Angeles Lakers,124,0.0,1.0,,,,,,
876,Cleveland Cavaliers,112,Memphis Grizzlies,89,1.0,0.0,,,,,,
877,Miami Heat,123,New Orleans Pelicans,124,0.0,1.0,,,,,,
878,Los Angeles Clippers,128,Phoenix Suns,117,1.0,0.0,,,,,,
879,Milwaukee Bucks,122,Toronto Raptors,119,1.0,0.0,,,,,,
880,Portland Trail Blazers,100,Utah Jazz,81,1.0,0.0,,,,,,
881,Charlotte Hornets,122,Washington Wizards,105,1.0,0.0,,,,,,
882,Oklahoma City Thunder,80,Golden State Warriors,112,0.0,1.0,,,,,,
883,Memphis Grizzlies,89,Miami Heat,115,0.0,1.0,,,,,,
884,Chicago Bulls,104,Minnesota Timberwolves,122,0.0,1.0,,,,,,
885,Boston Celtics,121,New York Knicks,112,1.0,0.0,,,,,,
886,Orlando Magic,105,Philadelphia 76ers,116,0.0,1.0,,,,,,
887,Portland Trail Blazers,106,Phoenix Suns,104,1.0,0.0,,,,,,
888,Los Angeles Lakers,113,Sacramento Kings,108,1.0,0.0,,,,,,
889,Dallas Mavericks,90,Utah Jazz,97,0.0,1.0,,,,,,
890,Detroit Pistons,98,Charlotte Hornets,114,0.0,1.0,,,,,,
891,San Antonio Spurs,110,Cleveland Cavaliers,94,1.0,0.0,,,,,,
892,Houston Rockets,119,Denver Nuggets,114,1.0,0.0,,,,,,
893,New Orleans Pelicans,123,Milwaukee Bucks,121,1.0,0.0,,,,,,
894,Philadelphia 76ers,94,Washington Wizards,109,0.0,1.0,,,,,,
895,Los Angeles Lakers,123,Atlanta Hawks,104,1.0,0.0,,,,,,
896,Memphis Grizzlies,98,Boston Celtics,109,0.0,1.0,,,,,,
897,Chicago Bulls,87,Brooklyn Nets,104,0.0,1.0,,,,,,
898,Indiana Pacers,103,Dallas Mavericks,109,0.0,1.0,,,,,,
899,Phoenix Suns,116,New Orleans Pelicans,125,0.0,1.0,,,,,,
900,Golden State Warriors,125,New York Knicks,111,1.0,0.0,,,,,,
901,Orlando Magic,105,Oklahoma City Thunder,112,0.0,1.0,,,,,,
902,Minnesota Timberwolves,118,Sacramento Kings,100,1.0,0.0,,,,,,
903,Detroit Pistons,94,Toronto Raptors,123,0.0,1.0,,,,,,
904,Houston Rockets,96,Utah Jazz,85,1.0,0.0,,,,,,
905,Chicago Bulls,103,Charlotte Hornets,118,0.0,1.0,,,,,,
906,Brooklyn Nets,123,Cleveland Cavaliers,129,0.0,1.0,,,,,,
907,Los Angeles Clippers,122,Denver Nuggets,120,1.0,0.0,,,,,,
908,Philadelphia 76ers,101,Miami Heat,102,0.0,1.0,,,,,,
909,Washington Wizards,107,Milwaukee Bucks,104,1.0,0.0,,,,,,
910,Sacramento Kings,99,Portland Trail Blazers,116,0.0,1.0,,,,,,
911,Indiana Pacers,102,Atlanta Hawks,107,0.0,1.0,,,,,,
912,Charlotte Hornets,106,Boston Celtics,134,0.0,1.0,,,,,,
913,Oklahoma City Thunder,111,Dallas Mavericks,110,1.0,0.0,,,,,,
914,Milwaukee Bucks,87,Detroit Pistons,110,0.0,1.0,,,,,,
915,Houston Rockets,105,Los Angeles Clippers,92,1.0,0.0,,,,,,
916,Phoenix Suns,110,Memphis Grizzlies,102,1.0,0.0,,,,,,
917,Toronto Raptors,117,Orlando Magic,104,1.0,0.0,,,,,,
918,New Orleans Pelicans,121,San Antonio Spurs,116,1.0,0.0,,,,,,
919,Golden State Warriors,109,Washington Wizards,101,1.0,0.0,,,,,,
920,Philadelphia 76ers,108,Cleveland Cavaliers,97,1.0,0.0,,,,,,
921,Los Angeles Lakers,131,Miami Heat,113,1.0,0.0,,,,,,
922,Minnesota Timberwolves,99,Portland Trail Blazers,108,0.0,1.0,,,,,,
923,Brooklyn Nets,111,Sacramento Kings,116,0.0,1.0,,,,,,
924,Golden State Warriors,114,Atlanta Hawks,109,1.0,0.0,,,,,,
925,Dallas Mavericks,100,Chicago Bulls,108,0.0,1.0,,,,,,
926,New York Knicks,105,Los Angeles Clippers,128,0.0,1.0,,,,,,
927,Denver Nuggets,108,Memphis Grizzlies,102,1.0,0.0,,,,,,
928,Indiana Pacers,103,Milwaukee Bucks,96,1.0,0.0,,,,,,
929,Detroit Pistons,106,Orlando Magic,115,0.0,1.0,,,,,,
930,Charlotte Hornets,99,Philadelphia 76ers,110,0.0,1.0,,,,,,
931,Oklahoma City Thunder,124,Phoenix Suns,116,1.0,0.0,,,,,,
932,Minnesota Timberwolves,108,Utah Jazz,116,0.0,1.0,,,,,,
933,Toronto Raptors,102,Washington Wizards,95,1.0,0.0,,,,,,
934,Denver Nuggets,126,Cleveland Cavaliers,117,1.0,0.0,,,,,,
935,Boston Celtics,120,Houston Rockets,123,0.0,1.0,,,,,,
936,Detroit Pistons,96,Miami Heat,105,0.0,1.0,,,,,,
937,Memphis Grizzlies,100,Orlando Magic,107,0.0,1.0,,,,,,
938,Oklahoma City Thunder,100,Portland Trail Blazers,108,0.0,1.0,,,,,,
939,Utah Jazz,98,Sacramento Kings,91,1.0,0.0,,,,,,
940,Los Angeles Lakers,116,San Antonio Spurs,112,1.0,0.0,,,,,,
941,Phoenix Suns,112,Atlanta Hawks,113,0.0,1.0,,,,,,
942,New Orleans Pelicans,126,Dallas Mavericks,109,1.0,0.0,,,,,,
943,Brooklyn Nets,120,Los Angeles Clippers,123,0.0,1.0,,,,,,
944,Philadelphia 76ers,110,Milwaukee Bucks,118,0.0,1.0,,,,,,
945,New York Knicks,99,Sacramento Kings,102,0.0,1.0,,,,,,
946,Charlotte Hornets,98,Toronto Raptors,103,0.0,1.0,,,,,,
947,Indiana Pacers,98,Washington Wizards,95,1.0,0.0,,,,,,
948,Boston Celtics,105,Chicago Bulls,89,1.0,0.0,,,,,,
949,Detroit Pistons,90,Cleveland Cavaliers,112,0.0,1.0,,,,,,
950,Milwaukee Bucks,89,Indiana Pacers,92,0.0,1.0,,,,,,
951,Portland Trail Blazers,108,Los Angeles Lakers,103,1.0,0.0,,,,,,
952,Phoenix Suns,103,Miami Heat,125,0.0,1.0,,,,,,
953,Memphis Grizzlies,98,San Antonio Spurs,100,0.0,1.0,,,,,,
954,Orlando Magic,80,Utah Jazz,94,0.0,1.0,,,,,,
955,Philadelphia 76ers,128,Charlotte Hornets,114,1.0,0.0,,,,,,
956,Denver Nuggets,107,Dallas Mavericks,118,0.0,1.0,,,,,,
957,Brooklyn Nets,101,Golden State Warriors,114,0.0,1.0,,,,,,
958,New Orleans Pelicans,121,Los Angeles Clippers,116,1.0,0.0,,,,,,
959,Houston Rockets,122,Oklahoma City Thunder,112,1.0,0.0,,,,,,
960,New York Knicks,87,Portland Trail Blazers,111,0.0,1.0,,,,,,
961,Atlanta Hawks,90,Toronto Raptors,106,0.0,1.0,,,,,,
962,Miami Heat,113,Washington Wizards,117,0.0,1.0,,,,,,
963,Memphis Grizzlies,110,Chicago Bulls,119,0.0,1.0,,,,,,
964,Cleveland Cavaliers,113,Denver Nuggets,108,1.0,0.0,,,,,,
965,Toronto Raptors,121,Detroit Pistons,119,1.0,0.0,,,,,,
966,Utah Jazz,104,Indiana Pacers,84,1.0,0.0,,,,,,
967,Orlando Magic,107,Los Angeles Lakers,108,0.0,1.0,,,,,,
968,Houston Rockets,110,Milwaukee Bucks,99,1.0,0.0,,,,,,
969,New Orleans Pelicans,114,Sacramento Kings,101,1.0,0.0,,,,,,
970,Brooklyn Nets,125,Charlotte Hornets,111,1.0,0.0,,,,,,
971,San Antonio Spurs,107,Golden State Warriors,110,0.0,1.0,,,,,,
972,Philadelphia 76ers,99,Miami Heat,108,0.0,1.0,,,,,,
973,Boston Celtics,117,Minnesota Timberwolves,109,1.0,0.0,,,,,,
974,Phoenix Suns,87,Oklahoma City Thunder,115,0.0,1.0,,,,,,
975,Los Angeles Lakers,116,Denver Nuggets,125,0.0,1.0,,,,,,
976,Chicago Bulls,83,Detroit Pistons,99,0.0,1.0,,,,,,
977,Atlanta Hawks,87,Indiana Pacers,112,0.0,1.0,,,,,,
978,Cleveland Cavaliers,102,Los Angeles Clippers,116,0.0,1.0,,,,,,
979,Utah Jazz,95,Memphis Grizzlies,78,1.0,0.0,,,,,,
980,New York Knicks,112,Milwaukee Bucks,120,0.0,1.0,,,,,,
981,Washington Wizards,116,New Orleans Pelicans,97,1.0,0.0,,,,,,
982,Golden State Warriors,108,Portland Trail Blazers,125,0.0,1.0,,,,,,
983,Orlando Magic,88,Sacramento Kings,94,0.0,1.0,,,,,,
984,Houston Rockets,105,Toronto Raptors,108,0.0,1.0,,,,,,
985,Phoenix Suns,115,Charlotte Hornets,122,0.0,1.0,,,,,,
986,Memphis Grizzlies,80,Dallas Mavericks,114,0.0,1.0,,,,,,
987,Orlando Magic,105,Los Angeles Clippers,113,0.0,1.0,,,,,,
988,Washington Wizards,102,Miami Heat,129,0.0,1.0,,,,,,
989,San Antonio Spurs,94,Oklahoma City Thunder,104,0.0,1.0,,,,,,
990,Chicago Bulls,129,Atlanta Hawks,122,1.0,0.0,,,,,,
991,Indiana Pacers,99,Boston Celtics,97,1.0,0.0,,,,,,
992,Philadelphia 76ers,120,Brooklyn Nets,97,1.0,0.0,,,,,,
993,Houston Rockets,105,Dallas Mavericks,82,1.0,0.0,,,,,,
994,Sacramento Kings,104,Denver Nuggets,130,0.0,1.0,,,,,,
995,Cleveland Cavaliers,113,Los Angeles Lakers,127,0.0,1.0,,,,,,
996,Golden State Warriors,103,Minnesota Timberwolves,109,0.0,1.0,,,,,,
997,Utah Jazz,116,New Orleans Pelicans,99,1.0,0.0,,,,,,
998,Toronto Raptors,132,New York Knicks,106,1.0,0.0,,,,,,
999,San Antonio Spurs,93,Houston Rockets,109,0.0,1.0,,,,,,
1000,Milwaukee Bucks,121,Memphis Grizzlies,103,1.0,0.0,,,,,,
1001,Sacramento Kings,101,Oklahoma City Thunder,106,0.0,1.0,,,,,,
1002,Miami Heat,99,Portland Trail Blazers,115,0.0,1.0,,,,,,
1003,Oklahoma City Thunder,119,Atlanta Hawks,107,1.0,0.0,,,,,,
1004,Toronto Raptors,116,Brooklyn Nets,102,1.0,0.0,,,,,,
1005,Los Angeles Clippers,112,Chicago Bulls,106,1.0,0.0,,,,,,
1006,Denver Nuggets,103,Los Angeles Lakers,112,0.0,1.0,,,,,,
1007,Charlotte Hornets,115,New Orleans Pelicans,119,0.0,1.0,,,,,,
1008,Dallas Mavericks,110,New York Knicks,97,1.0,0.0,,,,,,
1009,Indiana Pacers,101,Philadelphia 76ers,98,1.0,0.0,,,,,,
1010,Cleveland Cavaliers,129,Phoenix Suns,107,1.0,0.0,,,,,,
1011,Orlando Magic,72,San Antonio Spurs,108,0.0,1.0,,,,,,
1012,Detroit Pistons,79,Utah Jazz,110,0.0,1.0,,,,,,
1013,Minnesota Timberwolves,116,Washington Wizards,111,1.0,0.0,,,,,,
1014,Washington Wizards,125,Boston Celtics,124,1.0,0.0,,,,,,
1015,Los Angeles Lakers,106,Golden State Warriors,117,0.0,1.0,,,,,,
1016,Milwaukee Bucks,117,Orlando Magic,126,0.0,1.0,,,,,,
1017,Miami Heat,119,Sacramento Kings,123,0.0,1.0,,,,,,
1018,Charlotte Hornets,129,Atlanta Hawks,117,1.0,0.0,,,,,,
1019,Detroit Pistons,113,Denver Nuggets,120,0.0,1.0,,,,,,
1020,Los Angeles Clippers,96,Houston Rockets,101,0.0,1.0,,,,,,
1021,Toronto Raptors,106,Indiana Pacers,99,1.0,0.0,,,,,,
1022,Chicago Bulls,111,Memphis Grizzlies,110,1.0,0.0,,,,,,
1023,Philadelphia 76ers,118,New York Knicks,110,1.0,0.0,,,,,,
1024,Cleveland Cavaliers,105,Portland Trail Blazers,113,0.0,1.0,,,,,,
1025,New Orleans Pelicans,93,San Antonio Spurs,98,0.0,1.0,,,,,,
1026,Phoenix Suns,88,Utah Jazz,116,0.0,1.0,,,,,,
1027,Sacramento Kings,98,Golden State Warriors,93,1.0,0.0,,,,,,
1028,Miami Heat,92,Los Angeles Lakers,91,1.0,0.0,,,,,,
1029,Los Angeles Clippers,113,Oklahoma City Thunder,121,0.0,1.0,,,,,,
1030,Boston Celtics,92,Orlando Magic,83,1.0,0.0,,,,,,
1031,Brooklyn Nets,116,Philadelphia 76ers,120,0.0,1.0,,,,,,
1032,Dallas Mavericks,115,Toronto Raptors,122,0.0,1.0,,,,,,
1033,Dallas Mavericks,106,Brooklyn Nets,114,0.0,1.0,,,,,,
1034,Cleveland Cavaliers,114,Chicago Bulls,109,1.0,0.0,,,,,,
1035,Denver Nuggets,94,Memphis Grizzlies,101,0.0,1.0,,,,,,
1036,Atlanta Hawks,117,Milwaukee Bucks,122,0.0,1.0,,,,,,
1037,Houston Rockets,107,New Orleans Pelicans,101,1.0,0.0,,,,,,
1038,Charlotte Hornets,101,New York Knicks,124,0.0,1.0,,,,,,
1039,Golden State Warriors,124,Phoenix Suns,109,1.0,0.0,,,,,,
1040,Detroit Pistons,87,Portland Trail Blazers,100,0.0,1.0,,,,,,
1041,Minnesota Timberwolves,101,San Antonio Spurs,117,0.0,1.0,,,,,,
1042,Sacramento Kings,97,Utah Jazz,103,0.0,1.0,,,,,,
1043,Indiana Pacers,102,Washington Wizards,109,0.0,1.0,,,,,,
1044,Portland Trail Blazers,122,Los Angeles Clippers,109,1.0,0.0,,,,,,
1045,Houston Rockets,129,Minnesota Timberwolves,120,1.0,0.0,,,,,,
1046,Boston Celtics,89,New Orleans Pelicans,108,0.0,1.0,,,,,,
1047,Oklahoma City Thunder,132,Toronto Raptors,125,1.0,0.0,,,,,,
1048,Memphis Grizzlies,115,Brooklyn Nets,118,0.0,1.0,,,,,,
1049,Milwaukee Bucks,117,Cleveland Cavaliers,124,0.0,1.0,,,,,,
1050,Los Angeles Lakers,100,Indiana Pacers,110,0.0,1.0,,,,,,
1051,Denver Nuggets,141,Miami Heat,149,0.0,1.0,,,,,,
1052,Chicago Bulls,92,New York Knicks,110,0.0,1.0,,,,,,
1053,Charlotte Hornets,94,Philadelphia 76ers,108,0.0,1.0,,,,,,
1054,Detroit Pistons,106,Sacramento Kings,90,1.0,0.0,,,,,,
1055,Golden State Warriors,75,San Antonio Spurs,89,0.0,1.0,,,,,,
1056,Oklahoma City Thunder,99,Boston Celtics,100,0.0,1.0,,,,,,
1057,Los Angeles Clippers,109,Minnesota Timberwolves,123,0.0,1.0,,,,,,
